 t-Modal velocity.
 wavevector:          16 Branch:           1
 t_evo real  imag
  0.9899999     -1.132779290489321E-012  1.303375201583709E-012
   1.005000      1.163640218567275E-012 -1.404825727310039E-012
   1.020000      4.583462843907238E-012  2.203823600528399E-012
   1.035000     -2.643371009704979E-013  3.450947096596406E-013
   1.050000     -6.215986393319698E-012 -3.592196404248124E-012
   1.065000     -7.935419083418020E-012  1.947732739561554E-012
   1.080000      3.417987868774695E-012  7.505964940083742E-013
   1.095000      1.242720181740171E-011  3.602732843297238E-012
   1.110000      6.202679221229142E-012 -1.388173039060896E-012
   1.125000      3.090076913686593E-012 -5.173233310553011E-012
   1.140000     -3.898601956233543E-012 -3.492758311440644E-012
   1.155000     -7.362494836083528E-012 -7.920438296250592E-013
   1.170000     -1.939257980725957E-012  6.112918589325883E-013
   1.185000      6.298395557957049E-012  3.850306698299889E-012
   1.200000      8.330638758735635E-012  1.340671181972471E-012
   1.215000     -2.165686547814753E-012  5.026403643371775E-012
   1.230000     -8.652348767871366E-012 -1.059192239603830E-012
   1.245000     -7.753913671535632E-012 -6.714187085490335E-013
   1.260000     -5.756961695562995E-013 -6.742443473482376E-012
   1.275000      7.579874050713089E-012 -7.151829751613098E-012
   1.290000      7.886112046934823E-012  2.715827572470846E-012
   1.305000      1.503327800915580E-012  1.256041240467498E-011
   1.320000     -7.022523595366246E-012  6.148958387950861E-012
   1.335000     -8.365409515929510E-012 -5.828198254025569E-012
   1.350000     -2.796498652475555E-012 -5.828539969599871E-012
   1.365000     -1.205164728440373E-012 -4.969019825211533E-012
   1.380000      6.488664757945325E-012  1.335007379870431E-012
   1.395000      6.582821374112270E-012  7.899937285764045E-012
   1.410000      2.392902367711900E-012  7.516818634102901E-012
   1.425000     -7.388111829659031E-012 -3.272627973083893E-012
   1.440000     -8.078905606511872E-012 -9.142995257536151E-012
   1.455000     -2.232534284632324E-012 -7.266536220658639E-012
   1.470000      5.739388532588691E-012  2.095318900435402E-012
   1.485000      8.453312031247085E-012  6.301302592909487E-012
   1.500000      5.025304381666013E-012  6.952757032472905E-012
   1.515000     -5.198313593096576E-012 -3.037968780426004E-012
   1.530000     -6.454027468476679E-012 -6.360686455238070E-012
   1.545000     -3.002148852011186E-012 -7.457117847839977E-012
   1.560000      5.602002735446301E-014 -1.902279865321262E-012
   1.575000      5.455503696876432E-012  7.316257774191348E-012
   1.590000      5.373437193452326E-012  9.474614889228962E-012
   1.605000      1.559393804229906E-013  5.377982962196097E-012
   1.620000     -1.094708711515840E-013 -9.063217220621044E-012
   1.635000     -3.945034505424380E-012 -9.994822523285623E-012
   1.650000      1.465340998088492E-012  8.490168377594746E-013
   1.665000      1.682779911388054E-012  8.108892107385077E-012
   1.680000      3.424661612741549E-012  2.316642368210308E-012
   1.695000     -9.285559224451237E-013  7.871983137486458E-013
   1.710000     -4.283084710744801E-012 -6.919921251130485E-012
   1.725000     -7.759197400929850E-013 -1.165493333959307E-012
   1.740000      2.544432725977821E-012 -1.487453986894752E-012
   1.755000      4.384461657427628E-012  4.872384269208732E-012
   1.770000      2.244915504429892E-013  3.334290705824409E-012
   1.785000     -4.550519482546323E-012  2.653505256206697E-012
   1.800000     -1.006409358638438E-011  6.122677548815998E-013
   1.815000     -1.187857512838590E-011 -5.392601453558478E-012
   1.830000      3.213918038517184E-012 -4.106475966935230E-012
   1.845000      1.452081534513175E-011  3.585070068529630E-012
   1.860000      1.783135609967691E-011  3.549354186209899E-012
   1.875000      7.666670911946883E-013  4.418914616995328E-012
   1.890000     -1.843646262644019E-011 -2.765178140921549E-012
   1.905000     -1.907483657664986E-011 -2.567288093383365E-012
   1.920000      2.448408481161073E-013 -5.820188404626909E-012
   1.935000      1.691618055402346E-011 -5.302215028389082E-012
   1.950000      1.720609421012848E-011  3.006122784732501E-012
   1.965000      3.795357463449310E-012  6.994175012871990E-012
   1.980000     -8.413998759579716E-012  6.115798606507556E-012
   1.995000     -1.790606623233556E-011 -1.510867736982487E-012
   2.010000     -1.240826831085055E-011 -5.397543066746544E-012
   2.025000      1.153728005202550E-011 -1.092026093705325E-011
   2.040000      1.863868749468546E-011 -5.544579960896566E-012
   2.055000      9.899723920691666E-012  6.286897705330713E-012
   2.070000      9.967335171683862E-013  1.607654095691216E-011
   2.085000     -1.559964594738566E-011  1.049935123682591E-011
   2.100000     -1.529030625682558E-011 -6.703901730947760E-012
   2.115000     -4.863008406277877E-012 -1.590692974523321E-011
   2.130000      8.938444440355149E-012 -1.139726364221631E-011
   2.145000      1.307499964241697E-011  2.811300850091929E-012
   2.160000      1.084853095602283E-011  1.425726380462228E-011
   2.175000     -1.176228228996757E-012  1.393369902458565E-011
   2.190000     -1.338022934228699E-011  3.745904995607171E-012
   2.205000     -1.842604300256303E-011 -9.381569289016174E-012
   2.220000     -6.177922867640931E-012 -1.950072045383465E-011
   2.235000      1.423022787227166E-011 -7.502417874686750E-012
   2.250000      1.972199558153527E-011  8.679604507291447E-012
   2.265000      8.295452067517200E-012  1.631845498833478E-011
   2.280000     -6.470196837093545E-012  8.755542353982893E-012
   2.295000     -1.584062148143336E-011 -1.960021532296973E-013
   2.310000     -1.513868147466487E-011 -1.621111910399894E-011
   2.325000     -1.459579598692482E-012 -1.881211203987030E-011
   2.340000      1.158207992139720E-011 -2.767145595829299E-012
   2.355000      1.559829283592941E-011  1.344387822611854E-011
   2.370000      1.073522626921721E-011  1.724899347900560E-011
   2.385000     -3.139975750500359E-012  4.938639194078464E-012
   2.400000     -1.052810397785557E-011 -3.061432556155215E-012
   2.415000     -1.446057099724948E-011 -1.442133373605267E-011
   2.430000     -7.354425066347694E-012 -1.127587191075742E-011
   2.445000      6.873996557229740E-012  4.054109998060064E-012
   2.460000      1.437849010009261E-011  8.584779692978079E-012
   2.475000      1.255488565660057E-011  8.591772241173942E-012
   2.490000     -9.800263314891359E-013  7.915251722570682E-012
   2.505000     -1.487483089454514E-011 -2.366474149520703E-012
   2.520000     -1.149576937941244E-011 -7.959438104950603E-012
   2.535000      1.107199186603330E-012 -1.038018629999102E-011
   2.550000      8.099181963021864E-012 -2.770918425899204E-013
   2.565000      1.050973854298543E-011  8.310621435726616E-012
   2.580000      2.809108019255484E-012  7.014648270554794E-012
   2.595000     -5.600109498361364E-012 -1.834242575455566E-012
   2.610000     -8.626526273972080E-012 -7.622317425426088E-012
   2.625000     -2.551631285184118E-012 -4.173295329260976E-012
   2.640000      6.586376633064942E-012  3.043758629097059E-012
   2.655000      5.878659863901968E-012  3.362206188288284E-012
   2.670000      2.399481316183908E-012  4.906333508420594E-012
   2.685000     -4.339187359277974E-012  4.837337935491957E-012
   2.700000     -9.942767933704582E-012  9.834344452593448E-013
   2.715000     -8.754494901085905E-012 -9.679892035094549E-012
   2.730000      1.756929297447920E-012 -7.022992322799582E-012
   2.745000      1.577524682954632E-011 -2.359226476483811E-012
   2.760000      9.531710496768978E-012  1.666144206450217E-012
   2.775000     -2.280016385713160E-012  6.512957005671878E-012
   2.790000     -8.322042419496572E-012  4.242509658345612E-012
   2.805000     -1.198817451778264E-011 -1.364662982353978E-012
   2.820000     -1.240078718228046E-012 -9.071992393462605E-012
   2.835000      5.820704978913264E-012 -5.635326632390317E-012
   2.850000      9.582158614842166E-012  4.766254561746044E-012
   2.865000      5.649086832389428E-012  1.147231065525954E-011
   2.880000     -5.456899553503857E-012  3.019091781170695E-012
   2.895000     -1.319565489677941E-011 -4.514710293663972E-012
   2.910000     -4.542230143389379E-012 -9.629101202616008E-012
   2.925000      5.546399121175266E-012 -8.706924016502074E-012
   2.940000      1.048164595797972E-011  3.067124935696908E-012
   2.955000      5.974938125046591E-012  1.304540818445053E-011
   2.970000     -2.264705758399885E-012  1.037718489826875E-011
   2.985000     -4.540607419269366E-012 -3.556514148189494E-012
   3.000000     -8.949702191227370E-012 -1.539791781810279E-011
   3.015000      4.302406437148272E-013 -1.054121454927618E-011
   3.030000      8.511173021192390E-012  8.936611186205691E-012
   3.045000      7.066945828841393E-012  1.620340922035323E-011
   3.060000     -3.206678221630511E-012  1.060148248016768E-011
   3.075000     -1.498436774486590E-012 -4.482502478304459E-012
   3.090000      1.332809268675586E-012 -1.078319064012662E-011
   3.105000     -3.979176638601926E-013 -1.312099826651789E-011
   3.120000     -8.891954169990563E-013 -7.249999492970222E-012
   3.135000     -2.236423977450248E-012  8.086857219871738E-012
   3.150000     -6.359917124536358E-014  1.206664685579599E-011
   3.165000      8.608527476013631E-013  7.902316915796083E-012
   3.180000     -1.650449371908333E-012 -5.096073288534904E-012
   3.195000     -1.739601663589450E-012 -1.071553263742092E-011
   3.210000      5.010856730210634E-013 -9.244710350459971E-012
   3.225000      1.133431444105310E-012  5.035019726833839E-013
   3.240000     -8.196132681499681E-013  5.204845199531533E-012
   3.255000      3.169886857869702E-012  9.761879073932129E-012
   3.270000     -5.541098520234398E-013  6.160084630213908E-012
   3.285000      1.548930995156555E-012 -1.821789854688727E-012
   3.300000      8.135312490414916E-014 -1.078368122320845E-011
   3.315000     -4.870541113761108E-013 -5.762264949935670E-012
   3.330000     -2.782326192263756E-012  3.450962839857853E-012
   3.345000     -3.326279536994041E-012  1.174560348039291E-011
   3.360000      3.175372850234345E-012  6.633834799726135E-012
   3.375000      6.590451340399559E-012 -4.248212602029210E-012
   3.390000      7.480788866438166E-013 -1.213901476971840E-011
   3.405000     -5.962920074598637E-012 -3.116904045136347E-012
   3.420000     -3.804673993373554E-012  8.412895320690135E-012
   3.435000      1.015312089194883E-012  1.109896274039492E-011
   3.450000      2.574320103721582E-012 -1.198219306441388E-013
   3.465000     -4.709578680901100E-012 -1.054274922778160E-011
   3.480000     -5.281476828982861E-012 -6.090289714863651E-012
   3.495000      2.958906361009954E-012 -5.954679361086511E-013
   3.510000      7.247182020951658E-012  2.263448061162531E-012
   3.525000      8.258289768160166E-012  6.008515513144913E-012
   3.540000      5.483992974322478E-012  3.546490835584929E-012
   3.555000     -8.346436707613760E-012 -5.037825041709886E-014
   3.570000     -1.498026501740831E-011 -2.994348651344042E-012
   3.585000     -6.918533539210629E-012 -5.013723799071763E-012
   3.600000      7.603585046551484E-012 -3.874134635172879E-012
   3.615000      1.740893419421649E-011 -3.013259132100106E-012
   3.630000      7.211372800482943E-012  4.652224434023924E-012
   3.645000     -5.173153009912515E-012  6.216757338814901E-012
   3.660000     -1.010334062888993E-011  7.033728246937854E-013
   3.675000     -1.024041062108415E-011 -1.478949086410394E-012
   3.690000      1.717718463091620E-012 -6.437822482157777E-012
   3.705000      1.293793793536272E-011 -7.163475634189459E-012
   3.720000      1.085518132573903E-011  1.849829098813224E-012
   3.735000      3.053965746151537E-012  9.744859794566006E-012
   3.750000     -9.175651481291901E-012  9.200687214373060E-012
   3.765000     -1.275887023250978E-011 -4.426677734672793E-012
   3.780000     -3.490873818110352E-012 -1.284215337189320E-011
   3.795000      1.280571587610212E-012 -5.055366079011638E-012
   3.810000      6.183993905311702E-012  6.186513380290812E-012
   3.825000      6.766015564302297E-012  7.359234681610862E-012
   3.840000      7.502502431194530E-012  6.744912242590413E-012
   3.855000     -1.455515119321415E-013  4.750875875955056E-012
   3.870000     -1.427624921418884E-011 -6.527156228355678E-012
   3.885000     -1.230366053040620E-011 -1.200942610059919E-011
   3.900000      3.181582643946270E-012 -6.278580977608225E-012
   3.915000      9.132593965498479E-012  8.391934569556682E-012
   3.930000      8.946779773741531E-012  7.185353659801915E-012
   3.945000      4.394516192744139E-012  7.159040025196675E-012
   3.960000     -4.316930207068940E-012  1.781921747416531E-012
   3.975000     -1.167659935621211E-011 -8.612007486143922E-012
   3.990000     -8.316120331096149E-012 -9.519640429957889E-012
   4.005000      5.993495892833822E-012 -6.958723032056201E-012
   4.020000      1.090029667459752E-011  5.264812297287028E-012
   4.035000      1.005096889226788E-011  1.087514275101798E-011
   4.050000      8.120467846826162E-013  1.210176883633681E-011
   4.065000     -1.133278581155955E-011 -3.872742955999797E-012
   4.080000     -1.258815894352539E-011 -1.518291205768656E-011
   4.095000     -6.080892852964960E-012 -1.019883277405156E-011
   4.110000      4.253365373813169E-012 -2.044274821500985E-012
   4.125000      1.426264633939563E-011  7.147448271702564E-012
   4.140000      8.261929584108421E-012  9.579372770369208E-012
   4.155000     -7.061921610269377E-012  3.881940597958319E-012
   4.170000     -1.185179418941231E-011 -1.265786641035531E-013
   4.185000     -6.714217894058078E-012 -6.972474759603616E-012
   4.200000      7.982065319260343E-012 -2.535890883159883E-012
   4.215000      1.298198451443944E-011  1.907273785900049E-012
   4.230000      6.581386042470755E-012  5.657995151572700E-012
   4.245000     -4.101014833221393E-012  2.484771416836152E-012
   4.260000     -9.346070179112922E-012 -2.133984674247506E-012
   4.275000     -4.352967446946880E-012 -4.656730897931970E-012
   4.290000     -1.401869446274682E-012 -3.983563237175160E-012
   4.305000      6.231463789174298E-012  1.480247741045895E-012
   4.320000      4.595443820868014E-012  9.553711081164960E-012
   4.335000      1.495669831564853E-012  4.959866952665920E-012
   4.350000     -2.973403401927185E-012 -1.794098420145102E-012
   4.365000     -1.645157950740749E-012 -5.177718237768761E-012
   4.380000     -2.174516060978341E-012 -9.279844044871548E-012
   4.395000     -3.445611574524735E-012 -2.795000282509636E-012
   4.410000      3.074011146795776E-012  9.742850164138577E-012
   4.425000      3.162755859132945E-012  1.275310584042042E-011
   4.440000      1.228019827735940E-013  2.290571078634799E-013
   4.455000     -1.984658591849218E-012 -1.352803510043522E-011
   4.470000     -4.372266952701670E-015 -9.400612762497047E-012
   4.485000      7.138877474104865E-013 -5.024368920498618E-013
   4.500000     -1.749294210973397E-013  1.082535540791497E-011
   4.515000     -4.621619264302447E-012  8.278344911236745E-012
   4.530000     -4.207315493329602E-012  2.439451647097812E-012
   4.545000      4.791802015648809E-012 -8.274935765588683E-012
   4.560000      8.414682267437298E-012 -1.392999251569175E-011
   4.575000      2.501790937893199E-012 -5.697505584598225E-012
   4.590000     -2.165724760847381E-012  4.584513504243580E-012
   4.605000     -1.777396207483849E-012  1.233383293703754E-011
   4.620000     -5.594998777238209E-013  1.182776131880350E-011
   4.635000      1.263477535516790E-012  3.639273516261500E-013
   4.650000     -1.835907591521236E-012 -1.525237928946808E-011
   4.665000     -2.187055284799733E-012 -1.342975767207250E-011
   4.680000      1.456043913591140E-012 -1.013149888496692E-012
   4.695000      1.934099089329084E-012  1.237105029747523E-011
   4.710000      2.266973027623516E-013  1.536396181628286E-011
   4.725000     -6.422200273392579E-013  1.010528139434258E-012
   4.740000     -3.596293527620485E-012 -9.570237095963092E-012
   4.755000     -4.727851000592484E-013 -8.406222404907999E-012
   4.770000     -9.251033333892701E-013 -6.093505641476995E-012
   4.785000      1.696257815042006E-012  3.604272929942592E-012
   4.800000      2.407417000940024E-012  1.115158987504292E-011
   4.815000      3.364616587682929E-012  7.568126572340443E-012
   4.830000      8.686472736660767E-013 -3.613371293881721E-012
   4.845000     -2.506240006939001E-012 -8.566774193548935E-012
   4.860000     -1.124010448113829E-011 -4.430956108459535E-012
   4.875000     -5.584186293329627E-012 -3.333202518944941E-013
   4.890000      1.251738883662485E-011  3.988838856315353E-012
   4.905000      9.418131763827913E-012  8.880758373429960E-012
   4.920000     -8.691862294541266E-013  1.289465282391842E-012
   4.935000     -9.213941371371089E-012 -2.326086228931253E-012
   4.950000     -6.013704124634234E-012 -4.223366184701779E-012
   4.965000      1.135537492429452E-012 -7.671927099412633E-012
   4.980000      5.653227199659804E-012 -8.191171751413750E-013
   4.995000      1.066956625919074E-011  4.518402145631700E-012
   5.010000      1.457567773996626E-012  4.228115473854374E-012
   5.025000     -7.310838351165797E-012  3.174941453018543E-012
   5.040000     -7.755565840030485E-012 -1.401116181185423E-012
   5.055000     -3.764960474287892E-012 -3.789169967049045E-012
   5.070000      6.893529817008974E-013 -3.914841392979597E-012
   5.085000      1.135356471616322E-011  1.661724883655091E-012
   5.100000      9.214245058941680E-012  2.826457789028941E-012
   5.115000     -4.967383466947507E-014  2.654044278001637E-012
   5.130000     -8.891415158930493E-012 -2.983243696967172E-012
   5.145000     -1.496668273368430E-011 -5.475697776505558E-012
   5.160000     -3.593717788133290E-012 -1.239629360926713E-012
   5.175000      1.275030333410187E-011  2.201602914040043E-012
   5.190000      1.288166895359683E-011  3.461630834549609E-012
   5.205000      5.048343566620309E-012  4.364930047770285E-012
   5.220000     -1.041605790843991E-011  3.491621814371717E-012
   5.235000     -1.436276487240121E-011 -7.239121446597021E-012
   5.250000     -3.356983243475554E-012 -6.272974388256923E-012
   5.265000      8.100754838271194E-012 -3.985111481553953E-012
   5.280000      8.865173723710628E-012  4.269674109600386E-012
   5.295000      3.183528142482323E-012  6.793006258805992E-012
   5.310000     -1.456498592220024E-012  4.227531398422565E-012
   5.325000     -3.634125958981709E-012 -4.587011225908213E-012
   5.340000     -3.128046558243673E-013 -8.059737998571994E-012
   5.355000     -6.735898351854715E-013  7.619467425242012E-013
   5.370000      3.055311739879158E-014  2.723940409221824E-012
   5.385000      2.713617209227566E-012  5.405432233316351E-012
   5.400000      4.337297719415937E-014  5.766127427742678E-012
   5.415000     -4.109351413675978E-012  1.997926785990156E-012
   5.430000      9.299154495766561E-013 -9.855122988896983E-012
   5.445000      5.738059120242845E-013 -1.371968983011277E-011
   5.460000      2.738108082896096E-012  3.565619089262342E-013
   5.475000      9.427545151933253E-013  1.367824891104156E-011
   5.490000     -2.736825742789448E-012  1.288030089769847E-011
   5.505000     -2.297655926079205E-013  2.602359340883689E-012
   5.520000      2.972567721685853E-012 -8.512265403633427E-012
   5.535000     -2.427242053167880E-012 -9.576267616629846E-012
   5.550000     -4.986717815903945E-012 -6.825981834772316E-012
   5.565000     -3.584265854420309E-012 -1.935522336596100E-012
   5.580000      6.573937903745139E-012  1.314615133239000E-011
   5.595000      1.014817538833222E-011  1.200411522534249E-011
   5.610000      8.115904538842628E-013  7.542432081101366E-012
   5.625000     -6.284890761493625E-012 -1.402697595064903E-011
   5.640000     -8.516267244624160E-012 -1.513932070729906E-011
   5.655000     -5.081726291039108E-012 -4.304473265196927E-012
   5.670000      6.396233762314104E-012  1.101758771200005E-011
   5.685000      7.300579886289886E-012  1.564984909972114E-011
   5.700000      4.729044437151882E-012  3.470898111672103E-012
   5.715000     -1.625916012904103E-012 -1.075162716780713E-011
   5.730000     -9.273047791675688E-012 -1.179269381682080E-011
   5.745000     -4.130632970982036E-012 -8.915933109742027E-012
   5.760000     -6.565218139044254E-013  7.276968058056767E-012
   5.775000      1.740598993724439E-014  9.276086568088156E-012
   5.790000      3.303699590114631E-012  5.048823363629940E-012
   5.805000      3.490834541410430E-012  2.049089219441229E-012
   5.820000      4.000226228063663E-012 -4.301304650968395E-012
   5.835000      1.489208734061297E-012 -9.956124802762361E-012
   5.850000     -4.120958499495633E-012 -5.298056941988925E-012
   5.865000     -2.561215410060605E-012  2.252144116483108E-013
   5.880000      1.693482505147188E-012  6.758036425506626E-012
   5.895000      6.039952389981616E-013  5.573406694967306E-012
   5.910000     -1.084247436135859E-012  1.642181011788427E-012
   5.925000     -1.148751277501526E-012 -3.754328448291396E-012
   5.940000      4.855389630196786E-012 -8.814893564488885E-012
   5.955000      1.272385758250292E-012 -4.218092708961674E-012
   5.970000      9.641394912869585E-013  3.934746561899765E-012
   5.985000     -5.324335296179882E-012  1.360133677260922E-011
   6.000000      1.163769465916615E-012  7.977555434202712E-012
   6.015000      5.687798860172478E-012 -4.299499004428274E-012
   6.030000      3.543765310515432E-012 -1.380380473270063E-011
   6.045000     -1.845825086799656E-012 -6.031938849044027E-012
   6.060000     -7.504179090619693E-012  2.853786039650499E-012
   6.075000     -5.339962055981821E-012  9.648390971245073E-012
   6.090000      3.033295141083390E-012  7.980304036884632E-012
   6.105000      6.771979446925519E-012 -2.842181290994855E-012
   6.120000      1.160519016935601E-012 -6.987039514184741E-012
   6.135000     -1.808583766448190E-012 -3.558170026867619E-012
   6.150000     -3.733664501317529E-012  1.742404907434698E-012
   6.165000     -4.815986533819768E-013  6.429596210033549E-012
   6.180000      4.156146289099990E-013  3.203996550652221E-012
   6.195000      1.596538830474358E-012 -3.741694802104054E-012
   6.210000     -3.717621357873287E-012 -8.679790695166241E-012
   6.225000      3.467340996262518E-012 -1.485037026172739E-012
   6.240000      3.078009699539582E-012  1.288601149930463E-012
   6.255000     -2.923380835417347E-012  3.770069489735737E-012
   6.270000     -4.247009461840341E-012  5.887863377894454E-012
   6.285000     -3.008552272784702E-012 -2.119263137977205E-012
   6.300000     -2.251883100319158E-012  3.002648638990034E-013
   6.315000      2.168208076348363E-013  7.292972634218409E-015
   6.330000      2.720592004332291E-012 -1.406297957982565E-012
   6.345000      1.038362195974282E-011 -1.407992410350300E-012
   6.360000      6.983205954370238E-012 -2.892422410750209E-012
   6.375000      6.862263868294211E-014  5.761660301275340E-012
   6.390000     -8.211387560225900E-012  2.584296930820972E-012
   6.405000     -1.506355890248282E-011  4.483079287496831E-012
   6.420000     -6.692933764986355E-012 -1.575445736607792E-012
   6.435000      9.821768105600990E-012 -5.487105310286601E-012
   6.450000      1.659634435063962E-011 -6.445608266372759E-012
   6.465000      8.355689548685295E-012 -4.232946653702227E-012
   6.480000     -5.827138440245024E-012  3.911797220254069E-013
   6.495000     -1.096076900702705E-011  9.943525878339325E-012
   6.510000     -9.666954973543062E-012  4.261182426312719E-012
   6.525000     -1.588546402153881E-012 -3.468218218307515E-012
   6.540000      1.118911795249753E-011 -2.735045810229083E-012
   6.555000      1.648014547464728E-011  9.626821485525072E-013
   6.570000      4.525846331806766E-012 -2.131354438590015E-012
   6.585000     -1.025126449426647E-011 -3.810507771632465E-012
   6.600000     -1.769673140892365E-011  1.072401763049723E-012
   6.615000     -8.363360502641923E-012 -6.704945685634445E-013
   6.630000      2.225465515584506E-012  1.987502666916348E-013
   6.645000      1.511447237991767E-011 -1.978696913208029E-013
   6.660000      1.025828292812373E-011  1.417417272378086E-012
   6.675000     -2.503996080436592E-012  9.465132807347284E-012
   6.690000     -9.439398236879344E-012  4.706493583248463E-012
   6.705000     -1.077861154571456E-011 -7.725488121715554E-012
   6.720000      1.462982561334366E-012 -1.123084660027744E-011
   6.735000      6.257093979330626E-012 -2.518797004612353E-012
   6.750000      2.029113733355145E-012  1.243870220698616E-011
   6.765000      1.955044000054887E-012  1.049908291746519E-011
   6.780000      2.169651042434028E-012  7.792277808270648E-013
   6.795000     -2.749501783756468E-012 -1.195530428374398E-011
   6.810000     -1.175657804132342E-012 -9.769901723163605E-012
   6.825000     -3.791628794721564E-012 -4.983731645068650E-012
   6.840000      4.811131098467183E-013  3.809131480847899E-012
   6.855000      6.005565048806530E-012  1.566174267390798E-011
   6.870000      5.822562390048052E-012  1.139250832092949E-011
   6.885000     -6.204301712727120E-013 -9.782964809986970E-012
   6.900000     -4.430010706079411E-012 -2.088253923764536E-011
   6.915000     -1.972028820668939E-012 -9.296406684070952E-012
   6.930000      1.657197686989079E-012  8.234264339698908E-012
   6.945000      2.333935933629987E-012  1.504770122404821E-011
   6.960000      3.282954855165019E-012  8.955807710328152E-012
   6.975000     -4.062597321654140E-012 -2.251689146161097E-012
   6.990000      9.216283957700965E-013 -1.585382497491891E-011
   7.005000      7.062686278528259E-013 -1.316796356586784E-011
   7.020000     -2.161510288849356E-013  6.735384974842684E-012
   7.035000     -5.398753494943927E-012  1.862608221069584E-011
   7.050000     -1.639565397559787E-012  1.204195580713114E-011
   7.065000     -2.335682326196013E-013  1.175590955236698E-012
   7.080000      4.611619909386407E-012 -8.297756434895983E-012
   7.095000      2.663069355732811E-012 -1.314484199445996E-011
   7.110000     -2.562286437251548E-012 -6.766437944218272E-012
   7.125000      8.992321608991834E-013  3.672943780330513E-012
   7.140000     -2.169129003771048E-012  1.280171212618918E-011
   7.155000     -4.349342438862036E-012  6.775661693764614E-012
   7.170000     -4.665979488788877E-013 -3.864781782353946E-012
   7.185000      2.576591342943566E-012 -8.471990584351502E-012
   7.200000      6.206855243557493E-012 -3.608188318196370E-012
   7.215000     -4.170774005842509E-012 -3.113361457263147E-012
   7.230000     -3.690152807403526E-012 -5.918937236913974E-013
   7.245000      8.632085712240792E-013  5.235743491907903E-012
   7.260000      4.768878373454894E-012  1.003242964022810E-011
   7.275000      6.886994393731229E-013 -1.413610009285875E-012
   7.290000     -5.756440432571797E-012 -8.127202523008235E-012
   7.305000     -2.237328422303971E-012 -8.185663521047619E-012
   7.320000      1.667584215152399E-012  7.034275363012043E-014
   7.335000      5.691992536079462E-012  8.500653534992039E-012
   7.350000      9.170413389023842E-012  5.638453972489956E-012
   7.365000     -5.872840701904385E-013 -2.522170919162199E-012
   7.380000     -9.181121245278070E-012 -4.655005700305507E-012
   7.395000     -7.790566274477641E-012 -4.193192361943801E-012
   7.410000      2.912436361225268E-012 -2.792073279570978E-012
   7.425000      7.467232316339011E-012  8.175405398296410E-012
   7.440000      8.198029460653079E-012  5.381114300023950E-012
   7.455000     -3.342569582034693E-012  1.404923176616205E-012
   7.470000     -8.677622542092452E-012 -3.266207789854625E-012
   7.485000     -4.160046226937424E-012 -5.496003735068966E-012
   7.500000     -3.179105189256477E-012 -7.951265281364210E-012
   7.515000      6.327714565394381E-012 -2.717727854063820E-012
   7.530000      7.680490806706931E-012  8.371169844486104E-012
   7.545000      4.682449627925199E-012  8.272573675956327E-012
   7.560000     -2.485395396022293E-012  2.327850786727987E-012
   7.575000     -8.470222976120753E-012 -8.789981001699985E-013
   7.590000     -7.528542079881330E-012 -7.473053958068441E-012
   7.605000      4.406654414620984E-012 -5.487123570848926E-012
   7.620000      6.563765520303404E-012  1.930098179957950E-012
   7.635000      4.025262723854950E-012  5.261917834537021E-012
   7.650000      2.598514071929807E-012  8.899843277288937E-012
   7.665000     -4.807550647629248E-012  5.201408525434166E-012
   7.680000     -6.005436143974581E-012 -7.158441666647797E-012
   7.695000     -2.028416978518652E-012 -1.322771378813017E-011
   7.710000      4.004182994637830E-012 -7.607427006139415E-012
   7.725000      4.945407794785321E-012  5.297898347835762E-012
   7.740000     -3.505148490171394E-013  1.316331496891909E-011
   7.755000     -2.719064644513854E-012  1.067401908965031E-011
   7.770000     -2.580285641048550E-012 -4.230756711068976E-012
   7.785000     -5.381211037529287E-013 -1.317297008044047E-011
   7.800000      4.464987757538015E-013 -6.985414604458298E-012
   7.815000      4.935484434607254E-012  1.021526529909657E-012
   7.830000      1.045458976678375E-011  5.028472562157634E-012
   7.845000      8.177789940539681E-013  3.350449404868060E-012
   7.860000     -1.163598753901055E-011  5.530293993192172E-012
   7.875000     -9.202048277144459E-012  2.310448265318159E-012
   7.890000     -6.248737186611595E-012 -1.252116667868176E-012
   7.905000      6.637285740951056E-012 -7.414030727618151E-012
   7.920000      1.391690926883373E-011 -9.860099792704564E-012
   7.935000      4.281921492478597E-012  2.194647202408940E-012
   7.950000     -4.997254896837081E-012  7.453200290633487E-012
   7.965000     -9.693952686976313E-012  8.033294828469591E-012
   7.980000     -9.515809248830031E-012  8.063519425329810E-013
   7.995000      4.749995461588022E-012 -5.545514541071205E-012
   8.010000      9.255043731824636E-012 -4.910641220032936E-012
   8.025000      9.017284283685990E-012 -1.751246912106580E-012
   8.040000      8.670815097507155E-013  1.676141172288093E-012
   8.054999     -1.046325847095609E-011  5.343859179833219E-012
   8.070000     -1.442688091510504E-011  2.823016013948412E-012
   8.085000     -7.453542136078408E-012 -1.837620661179158E-012
   8.099999      1.299665130267353E-011 -2.881179299685049E-012
   8.115000      1.644749717818824E-011 -1.998849201809437E-012
   8.130000      1.053069687090089E-012  6.148052586165025E-012
   8.145000     -7.779090628269375E-012  1.263943495014839E-012
   8.160000     -5.034889388559953E-012 -2.990782575878786E-012
   8.175000     -1.166363584418388E-012 -6.600138990687308E-012
   8.190000      2.300277586820459E-012 -1.357103300131459E-012
