    0.5893815395E+00    0.0000000000E+00
    0.1142730634E-14    0.0000000000E+00
   -0.1474551563E-15    0.0000000000E+00
   -0.5893815395E+00    0.0000000000E+00
   -0.1051621524E-14    0.0000000000E+00
    0.2322371788E-15    0.0000000000E+00
   -0.3837266201E+00    0.0000000000E+00
   -0.2163996547E-15    0.0000000000E+00
    0.1225382825E-15    0.0000000000E+00
    0.3837266201E+00    0.0000000000E+00
    0.2020507782E-15    0.0000000000E+00
   -0.2219647690E-15    0.0000000000E+00
   -0.4093236818E-02    0.0000000000E+00
    0.1181787425E-16    0.0000000000E+00
   -0.8202756601E-17    0.0000000000E+00
    0.4093236818E-02    0.0000000000E+00
   -0.1207858574E-16    0.0000000000E+00
    0.5098365112E-17    0.0000000000E+00
   -0.7325658580E-01    0.0000000000E+00
   -0.6956566329E-16    0.0000000000E+00
    0.2092444955E-16    0.0000000000E+00
    0.7325658580E-01    0.0000000000E+00
    0.7146595273E-16    0.0000000000E+00
   -0.1179783278E-16    0.0000000000E+00
   -0.3406769464E+00    0.0000000000E+00
   -0.2370764653E-15    0.0000000000E+00
    0.2271198830E-16    0.0000000000E+00
   -0.3406769464E+00    0.0000000000E+00
    0.3949323122E-15    0.0000000000E+00
   -0.3912486920E-16    0.0000000000E+00
    0.5947540369E+00    0.0000000000E+00
    0.1591164474E-15    0.0000000000E+00
   -0.1279584599E-15    0.0000000000E+00
    0.5947540369E+00    0.0000000000E+00
   -0.2126081352E-15    0.0000000000E+00
    0.5182958455E-16    0.0000000000E+00
    0.1514321522E-01    0.0000000000E+00
   -0.1796887307E-16    0.0000000000E+00
    0.3876481236E-17    0.0000000000E+00
    0.1514321522E-01    0.0000000000E+00
    0.1602808082E-16    0.0000000000E+00
   -0.7512793695E-17    0.0000000000E+00
   -0.1731402231E+00    0.0000000000E+00
    0.9338279249E-16    0.0000000000E+00
   -0.7173557944E-17    0.0000000000E+00
   -0.1731402231E+00    0.0000000000E+00
   -0.7078314787E-16    0.0000000000E+00
    0.1683809681E-16    0.0000000000E+00
    0.3577829850E+00   -0.0000000000E+00
   -0.7362587249E-16    0.0000000000E+00
   -0.2168970619E-16    0.0000000000E+00
   -0.3577829850E+00    0.0000000000E+00
   -0.3117981346E-16    0.0000000000E+00
   -0.1924380977E-16    0.0000000000E+00
    0.4846525053E+00    0.0000000000E+00
   -0.1591078009E-16    0.0000000000E+00
   -0.8319182091E-16    0.0000000000E+00
   -0.4846525053E+00    0.0000000000E+00
    0.1543901968E-16   -0.0000000000E+00
    0.3477260446E-16   -0.0000000000E+00
   -0.1290323385E+00    0.0000000000E+00
    0.9053665314E-17   -0.0000000000E+00
    0.1593267969E-16   -0.0000000000E+00
    0.1290323385E+00   -0.0000000000E+00
   -0.1156733060E-16    0.0000000000E+00
   -0.2412442110E-16    0.0000000000E+00
    0.3470647495E+00   -0.0000000000E+00
